boro,block,lot,bin,address_string
1,00027,1201,1000830,61 - 75 BEAVER STREET::14 - 28 EXCHANGE PLACE::6 HANOVER STREET::16 - 26 WILLIAM STREET::CITY BANK-FARMERS TRUST COMPANY
1,00028,0001,1000831,60 - 62 BEAVER STREET::3 HANOVER SQUARE::2 - 6 WILLIAM STREET
1,00028,0005,1000832,64 - 74 BEAVER STREET::5 HANOVER SQUARE::10 HANOVER STREET
1,00028,0012,1000833,76 - 78 BEAVER STREET::7 HANOVER PLAZA::11 HANOVER SQUARE::7 - 11 HANOVER STREET::123 - 125 PEARL STREET
1,00028,0015,1000834,80 BEAVER STREET::127 PEARL STREET
1,00028,1001,1000835,82 - 92 BEAVER STREET::129 - 135 PEARL STREET::1 WALL STREET COURT
1,00029,0001,1066031,"85 - 89,91 - 97 BROAD STREET::55 - 73 PEARL STREET::25 - 43 SOUTH WILLIAM STREET"
1,00029,0022,1000836,77 PEARL STREET::44 STONE STREET
1,00029,0023,1000837,79 PEARL STREET::46 STONE STREET
1,00029,0024,1000838,81 PEARL STREET::48 STONE STREET
1,00029,0025,1078964,83 PEARL STREET::50 STONE STREET
1,00029,0026,1077219,85 PEARL STREET::52 STONE STREET
1,00029,0029,1000840,91 - 93 PEARL STREET::58 STONE STREET
1,00029,0036,1078995,1 - 3 SOUTH WILLIAM STREET::63 - 67 STONE STREET::1 - 9 WILLIAM STREET
1,00029,0043,1000842,9 MILL LANE::9 - 11 SOUTH WILLIAM STREET::59 - 61 STONE STREET
1,00029,0045,1000843,13 SOUTH WILLIAM STREET::57 STONE STREET
1,00029,0046,1000844,15 SOUTH WILLIAM STREET::55 STONE STREET
1,00029,0047,1000845,17 SOUTH WILLIAM STREET::53 STONE STREET
1,00029,0048,1000846,19 SOUTH WILLIAM STREET::49 - 51 STONE STREET
1,00029,0070,1000849,32 - 36 BEAVER STREET::61 - 81 BROAD STREET::28 - 36 SOUTH WILLIAM STREET::MILLENIUM HS
1,00029,0073,1000850,38 - 46 BEAVER STREET::8 SOUTH WILLIAM STREET
1,00029,0086,1000851,10 - 26 (SOUTH WILLIAM STREET)
1,00029,1001,1078997,48 - 50 (BEAVER STREET)
1,00029,1001,1078998,52 - 54 (BEAVER STREET)
1,00029,1001,1078999,56 BEAVER STREET::2 - 6 SOUTH WILLIAM STREET
1,00029,1101,1000841,"1,2 HANOVER SQUARE::95 - 105 PEARL STREET::60 - 66 STONE STREET"
1,00029,1201,1087244,21 - 23 SOUTH WILLIAM STREET::45 - 47 STONE STREET
1,00029,1301,1088620,54 (STONE STREET)
1,00030,0001,1079001,2 COENTIES SLIP::74 PEARL STREET
1,00030,0001,1079002,2 1/2 (COENTIES SLIP)
1,00030,0003,1000852,76 (PEARL STREET)
1,00030,0004,1088647,78 (PEARL STREET)
1,00030,0005,1000854,80 - 82 PEARL STREET::46 - 48 WATER STREET
1,00030,0019,1000855,"13 - 15,7 - 9 HANOVER SQUARE::84 - 106 PEARL STREET::50 - 72 WATER STREET"
1,00030,0032,1000856,44 (WATER STREET)
1,00030,0033,1000857,42 (WATER STREET)
1,00030,0034,1000858,4 - 6 COENTIES SLIP::40 WATER STREET
1,00031,0001,1000859,4 - 12 HANOVER SQUARE::110 - 124 PEARL STREET::76 - 88 WATER STREET
1,00031,0010,1000860,126 (PEARL STREET)
1,00031,0034,1000862,90 (WATER STREET)
1,00031,1001,1085950,128 - 152 PEARL STREET::75 WALL STREET::92 - 116 WATER STREET
1,00031,1001,1090087,75 REAR WALL STREET::PEARL STREET::WATER STREET
1,00032,1001,1083346,23 - 43 OLD SLIP::39 SOUTH STREET::43 - 73 WATER STREET
1,00033,0001,1000863,78 - 94 FRONT STREET::20 - 26 OLD SLIP::77 - 93 WATER STREET::GOUVERNEUR LANE
1,00033,0011,1000864,"96 - 110 FRONT STREET::95,97 WALL STREET::97 - 117 WATER STREET::GOUVERNEUR LANE"
1,00033,1001,1000865,112 FRONT STREET::99 - 101 WALL STREET
1,00034,0037,1000866,100 OLD SLIP::FRONT STREET::SOUTH STREET::WATER STREET
1,00035,0001,1000867,1 FINANCIAL SQUARE::77 - 93 FRONT STREET::28 - 36 OLD SLIP::42 - 48 SOUTH STREET::GOUVERNEUR LANE
1,00035,0010,1000868,95 - 113 FRONT STREET::50 - 58 SOUTH STREET::105 - 119 WALL STREET::GOUVERNEUR LANE
1,00036,0012,1000869,(MARGINAL STREET)
1,00036,0018,1087760,PIER   11::SOUTH STREET
1,00036,0025,1000870,PIER   13::SOUTH STREET
1,00036,0030,1087761,70 SOUTH STREET::PIER   14
1,00037,0001,1000871,"97 PINE STREET::59,60,61,62,63,64,65,66,67,68 SOUTH STREET::114 - 120 WALL STREET"
1,00037,0008,1000872,119 - 127 FRONT STREET::106 - 112 WALL STREET
1,00037,0013,1000873,129 - 131 FRONT STREET::91 - 95 PINE STREET
1,00037,0023,1000874,"133 - 151 FRONT STREET::150 - 180 MAIDEN LANE::90 - 100 PINE STREET::71,73,75 SOUTH STREET"
1,00038,0001,1000875,118 - 134 FRONT STREET::96 - 104 WALL STREET::119 - 133 WATER STREET
1,00038,0017,1000876,136 - 154 FRONT STREET::138 - 144 MAIDEN LANE::88 PINE STREET::135 - 153 WATER STREET
1,00039,0001,1000877,82 - 88 WALL STREET::118 WATER STREET
1,00039,0001,1000878,154 - 158 PEARL STREET::78 - 80 WALL STREET
1,00039,0006,1000879,160 - 162 (PEARL STREET)
1,00039,0012,1000880,110 - 134 MAIDEN LANE::172 - 182 PEARL STREET::78 - 84 PINE STREET::1 WALL STREET PLAZA::134 - 152 WATER STREET
1,00039,0038,1000881,124 - 126 (WATER STREET)
1,00039,1001,1000884,164 - 168 PEARL STREET::77 - 83 PINE STREET::128 - 132 WATER STREET
1,00040,0003,1001004,51 - 71 PINE STREET::52 - 70 WALL STREET
1,00040,0014,1001005,48 - 50 WALL STREET::46 - 48 WILLIAM STREET
1,00040,0016,1001006,47 - 49 PINE STREET::50 - 54 WILLIAM STREET
1,00040,1001,1001003,159 - 169 PEARL STREET::73 - 75 PINE STREET::72 - 76 WALL STREET
1,00041,0015,1001008,20 - 24 CEDAR STREET::60 - 64 PINE STREET
1,00041,0022,1001012,48 PINE STREET::56 - 60 WILLIAM STREET
1,00041,0024,1001013,30 - 38 CEDAR STREET::62 - 64 WILLIAM STREET
1,00041,1001,1001011,50 - 52 (PINE STREET)
1,00041,1101,1001010,54 (PINE STREET)
1,00041,1201,1001009,26 - 28 CEDAR STREET::56 - 58 PINE STREET
1,00041,1301,1001007,2 - 18 CEDAR STREET::171 - 185 PEARL STREET::66 - 76 PINE STREET
1,00042,0001,1001014,1 - 7 CEDAR STREET::96 - 106 MAIDEN LANE::187 - 197 PEARL STREET
1,00042,0022,1086256,27 - 37 CEDAR STREET::2 - 10 LIBERTY STREET::68 - 78 WILLIAM STREET
1,00042,0031,1001015,13 - 25 CEDAR STREET::78 - 80 MAIDEN LANE
1,00042,0036,1001016,9 - 11 CEDAR STREET::90 - 94 MAIDEN LANE
1,00043,0001,1001017,44 - 46 (WALL STREET)
1,00043,0002,1001018,"25,27 - 39 PINE STREET::40 WALL STREET::TRUMP BUILDING"
1,00043,0005,1001019,23 PINE STREET::30 - 34 WALL STREET
1,00043,0006,1001020,2 - 8 NASSAU STREET::17 - 21 PINE STREET::26 - 28 WALL STREET
1,00044,0001,1001021,"1 CHASE MANHATTAN PLAZA::16 - 26,28,30 - 48 LIBERTY STREET::26 - 40 NASSAU STREET::28 - 44 PINE STREET::55 - 77 WILLIAM STREET"
1,00044,1001,1001022,14 - 24 NASSAU STREET::18 - 26 PINE STREET
1,00046,0001,1001023,92 - 94 BROADWAY::2 - 6 WALL STREET
1,00046,0003,1001024,96 - 100 BROADWAY::1 - 5 PINE STREET
1,00046,0009,1001025,1 - 11 NASSAU STREET::7 - 15 PINE STREET::8 - 20 WALL STREET
1,00047,1001,1001026,104 - 124 BROADWAY::70 - 84 CEDAR STREET::15 - 25 NASSAU STREET::2 - 16 PINE STREET::EQUITABLE BUILDING
1,00048,0001,1001027,140 BROADWAY::71 - 89 CEDAR STREET::54 - 74 LIBERTY STREET::27 - 39 NASSAU STREET
1,00049,0001,1001028,75 - 95 BROADWAY::57 - 85 TRINITY PLACE::RECTOR STREET::TRINITY CHURCH
1,00049,0002,1001029,111 - 113 BROADWAY::2 - 10 THAMES STREET::91 - 95 TRINITY PLACE
1,00050,0001,1001030,115 - 119 BROADWAY::90 - 104 CEDAR STREET::1 - 11 THAMES STREET::97 - 99 TRINITY PLACE
1,00051,0001,1001031,"101A,101B,91 - 101 GREENWICH STREET::2 - 12 RECTOR STREET::56 - 66 TRINITY PLACE"
1,00051,0007,1090830,68 - 76 (TRINITY PLACE)
1,00051,0013,1001033,113 - 123 GREENWICH STREET::78 - 86 TRINITY PLACE
1,00051,0014,1090832,125 - 129 GREENWICH STREET::18 - 22 THAMES STREET
1,00051,0015,1001035,12 - 16 THAMES STREET::88 - 90 TRINITY PLACE::LEADERSHIP AND PUBLIC SERVICE HS
1,00052,0001,1001037,108 - 118 CEDAR STREET::13 - 19 THAMES STREET::96 - 102 TRINITY PLACE::ECONOMICS AND FINANCE HS
1,00052,0008,1089248,133 GREENWICH STREET::23 - 29 THAMES STREET
1,00052,0010,1001038,120 CEDAR STREET::137 - 139 GREENWICH STREET
1,00052,0015,1001039,109 CEDAR STREET::104 - 110 TRINITY PLACE
1,00052,0021,1001040,123 - 125 CEDAR STREET::120 - 122 LIBERTY STREET
1,00052,0022,1075700,127 CEDAR STREET::141 - 151 GREENWICH STREET::124 LIBERTY STREET
1,00052,0030,1001043,111 CEDAR STREET::106 LIBERTY STREET::112 - 114 TRINITY PLACE
1,00052,1001,1001042,113 - 117 CEDAR STREET::110 - 112 LIBERTY STREET
1,00052,1101,1001041,119 - 121 CEDAR STREET::114 LIBERTY STREET
1,00053,0002,1088967,20 - 24 RECTOR STREET::99 - 101 WASHINGTON STREET
1,00053,0003,1001045,103 (WASHINGTON STREET)
1,00053,0004,1001046,105 - 107 (WASHINGTON STREET)
1,00053,0006,1001047,109 (WASHINGTON STREET)
1,00053,0033,1001051,2 CARLISLE STREET::110 - 112 GREENWICH STREET
1,00053,0035,1001052,108 (GREENWICH STREET)
1,00053,0036,1001053,106 (GREENWICH STREET)
1,00053,0037,1001054,102 - 104 (GREENWICH STREET)
1,00053,0038,1090417,100 (GREENWICH STREET)
1,00053,0039,1001056,96 (GREENWICH STREET)
1,00053,0040,1001057,"94 1/2,94A (GREENWICH STREET)"
1,00053,0041,1001058,94 GREENWICH STREET::14 - 18 RECTOR STREET
1,00053,1001,1001050,2 ALBANY STREET::1 CARLISLE STREET::114 - 120 GREENWICH STREET
1,00053,1201,1088442,4 - 12 ALBANY STREET::3 - 13 CARLISLE STREET::123 - 129 WASHINGTON STREET
1,00054,0001,1090248,(ALBANY STREET)
1,00054,0030,1090246,(LIBERTY STREET)
1,00054,0030,1090247,(GREENWICH STREET)
1,00054,0040,1090245,153 CEDAR STREET::140 GREENWICH STREET
1,00055,0014,1001060,14 - 20 CARLISLE STREET::108 - 116 WASHINGTON STREET::71 - 75 WEST STREET
1,00055,0016,1001061,"16 - 26 ALBANY STREET::120 - 130 WASHINGTON STREET::80 - 84,85,86 WEST STREET::CARLISLE STREET"
1,00055,1001,1088750,30 - 40 RECTOR STREET::94 - 106 WASHINGTON STREET::57 - 69 WEST STREET
1,00056,0001,1001063,15 - 19 ALBANY STREET::130 CEDAR STREET::134 - 146 WASHINGTON STREET
1,00056,0004,1001064,"21 - 25 ALBANY STREET::136 - 140 CEDAR STREET::87 - 89,90,91 - 95 WEST STREET"
1,00056,0015,1089707,145 - 151 CEDAR STREET::140 - 150 LIBERTY STREET::148 - 154 WASHINGTON STREET::97 - 99 WEST STREET::WTC VEHICLE SECURITY CENTER
1,00058,0001,1088469,285 FULTON STREET::117 WEST STREET::1 WORLD TRADE CENTER::ONE WORLD TRADE CENTER
1,00058,0001,1088795,"18 CHURCH STREET::41,55 CORTLANDT WAY::150 GREENWICH STREET::101 LIBERTY STREET::4 WORLD TRADE CENTER::FOUR WORLD TRADE CENTER"
1,00058,0001,1088797,"30 CHURCH STREET::28,40,52 CORTLANDT WAY::27,35,43 DEY STREET::175 GREENWICH STREET::3 WORLD TRADE CENTER::THREE WORLD TRADE CENTER"
1,00058,0001,1088798,180 GREENWICH STREET::NATIONAL 9/11 MEMORIAL::NATIONAL 9/11 MUSEUM
1,00058,0001,1088799,(SOUTH MEMORIAL REFLECTING POOL)
1,00058,0001,1088800,(NORTH MEMORIAL REFLECTING POOL)
1,00058,0001,1088802,(9/11 MEMORIAL WEST VENT NORTH)
1,00058,0001,1088803,(9/11 MEMORIAL WEST VENT SOUTH)
1,00058,0001,1089308,200 GREENWICH STREET::33 VESEY STREET::2 WORLD TRADE CENTER::TWO WORLD TRADE CENTER
1,00058,0001,1089309,50 CHURCH STREET::185 GREENWICH STREET::WORLD TRADE CENTER OCULUS::WORLD TRADE CENTER TRANSIT HUB
1,00062,1001,1001068,149 - 171 BROADWAY::1 - 15 CHURCH STREET::1 - 27 CORTLANDT STREET::1 LIBERTY PLAZA::77 - 99 LIBERTY STREET::105 - 115 TRINITY PLACE
1,00063,0001,1078966,10 (CORTLANDT STREET)
1,00063,0001,1079030,12 (CORTLANDT STREET)
1,00063,0003,1001069,22 CORTLANDT STREET::9 - 17 DEY STREET
1,00063,0006,1001070,"19 - 35 CHURCH STREET::24 - 26 CORTLANDT STREET::19,21,23 - 25 DEY STREET"
1,00063,0013,1088675,189 - 191 BROADWAY::1 - 3 DEY STREET
1,00063,0017,1001075,181 (BROADWAY)
1,00063,0018,1001076,179 (BROADWAY)
1,00063,0019,1001077,177 (BROADWAY)
1,00063,0020,1001078,175 (BROADWAY)
1,00063,0021,1001079,173 BROADWAY::2 - 8 CORTLANDT STREET
1,00064,0001,1079032,51 (NASSAU STREET)
1,00064,0001,1079033,20 MAIDEN LANE::LIBERTY PLACE
1,00064,0002,1001080,22 (MAIDEN LANE)
1,00064,0004,1001081,24 - 26 MAIDEN LANE::55 NASSAU STREET
1,00064,0005,1001082,53 (NASSAU STREET)
1,00064,0007,1001083,49 NASSAU STREET::LIBERTY PLACE
1,00064,0008,1001084,1 LIBERTY PLACE::53 - 57 LIBERTY STREET::41 - 47 NASSAU STREET
1,00064,0009,1001085,2 LIBERTY PLACE::59 - 65 LIBERTY STREET
1,00064,0012,1001087,148 - 158 BROADWAY::69 - 75 LIBERTY STREET
1,00064,0015,1079037,6 (MAIDEN LANE)
1,00064,0015,1079039,4 - 6 (LIBERTY PLACE)
1,00064,0015,1079040,160 - 164 (BROADWAY)
1,00064,0020,1001089,8 (MAIDEN LANE)
1,00064,0021,1001090,10 - 12 (MAIDEN LANE)
1,00064,0023,1001091,14 (MAIDEN LANE)
1,00064,0024,1001092,12 LIBERTY PLACE::16 - 18 MAIDEN LANE
1,00064,0025,1001093,8 - 10 (LIBERTY PLACE)
1,00064,1001,1001086,67 (LIBERTY STREET)
1,00064,1101,1001088,166 - 172 BROADWAY::2 - 4 MAIDEN LANE
1,00065,0002,1001094,63 (NASSAU STREET)
1,00065,0004,1001095,25 - 27 MAIDEN LANE::57 - 61 NASSAU STREET
1,00065,0006,1001096,21 - 23 (MAIDEN LANE)
1,00065,0007,1001097,"18,22 JOHN STREET::15 - 19 MAIDEN LANE"
1,00065,0010,1001098,9 - 13 (MAIDEN LANE)
1,00065,0016,1001099,174 BROADWAY::1 MAIDEN LANE
1,00065,0017,1001100,176 - 178 BROADWAY::3 - 7 MAIDEN LANE
1,00065,0020,1001103,12 - 16 (JOHN STREET)
1,00065,0022,1001104,20 (JOHN STREET)
1,00065,0024,1001105,"24,24A (JOHN STREET)"
1,00065,1001,1001106,28 - 30 JOHN STREET::65 - 69 NASSAU STREET
1,00065,1101,1001102,180 - 184 BROADWAY::2 - 10 JOHN STREET
1,00066,0001,1001108,19 - 51 LIBERTY STREET::28 - 62 MAIDEN LANE::42 - 54 NASSAU STREET::79 - 83 WILLIAM STREET
1,00067,0001,1079043,"50 - 68 JOHN STREET::41 - 65 MAIDEN LANE::101 - 105,85 - 99 WILLIAM STREET"
1,00067,0023,1001109,"1,2 FEDERAL RESERVE PLAZA::32 - 40 JOHN STREET::29 - 39 MAIDEN LANE::56 - 70 NASSAU STREET"
1,00067,0030,1001110,42 - 46 (JOHN STREET)
1,00068,0007,1001111,1 - 7 GOLD STREET::81 - 87 MAIDEN LANE
1,00068,0011,1001112,9 - 11 GOLD STREET::73 - 79 MAIDEN LANE
1,00068,0016,1001113,67 - 71 MAIDEN LANE::84 - 88 WILLIAM STREET
1,00068,0028,1085948,15 GOLD STREET::22 - 28 PLATT STREET
1,00068,0029,1088403,13 (GOLD STREET)
1,00068,0036,1001116,72 - 78 JOHN STREET::29 - 35 PLATT STREET::98 - 104 WILLIAM STREET
1,00068,1001,1001115,19 - 25 GOLD STREET::80 - 88 JOHN STREET::25 - 27 PLATT STREET
1,00068,1201,1087755,30 - 38 PLATT STREET::90 - 92 WILLIAM STREET
1,00069,0006,1087832,99 - 105 MAIDEN LANE::201 - 211 PEARL STREET
1,00069,0018,1087146,2 - 14 GOLD STREET::89 - 97 MAIDEN LANE::12 - 20 PLATT STREET
1,00069,0018,1088318,14 REAR (GOLD STREET)
1,00069,0030,1089243,4 - 10 (PLATT STREET)
1,00069,0032,1001126,114 - 120 JOHN STREET::225 - 235 PEARL STREET::1 PLATT STREET
1,00069,0053,1001129,102 - 110 JOHN STREET::3 - 13 PLATT STREET
1,00069,0054,1001131,112 (JOHN STREET)
1,00069,1101,1001127,20 - 24 GOLD STREET::90 - 100 JOHN STREET::15 - 23 PLATT STREET
1,00070,0020,1001133,212 PEARL STREET::FLETCHER STREET
1,00070,0032,1001134,126 - 138 JOHN STREET::222 - 234 PEARL STREET::172 - 180 WATER STREET
1,00070,0043,1001135,2 - 10 FLETCHER STREET::214 - 220 PEARL STREET::160 - 170 WATER STREET
1,00070,1001,1087484,1 - 15 FLETCHER STREET::113 - 133 MAIDEN LANE::202 - 208 PEARL STREET::156 - 158 WATER STREET
1,00071,0001,1001136,23 - 25 FLETCHER STREET::156 - 160 FRONT STREET::143 - 149 MAIDEN LANE
1,00071,0001,1090259,135 - 141 MAIDEN LANE::155 WATER STREET::FLETCHER STREET
1,00071,1001,1001137,18 - 28 FLETCHER STREET::162 - 180 FRONT STREET::144 - 154 JOHN STREET::161 - 179 WATER STREET
1,00072,0007,1079055,37 FLETCHER STREET::159 MAIDEN LANE
1,00072,0007,1082759,151 (MAIDEN LANE)
1,00072,0012,1089746,30 - 32 FLETCHER STREET::161 FRONT STREET
1,00072,0013,1001139,34 - 40 FLETCHER STREET::163 FRONT STREET
1,00072,0014,1001140,165 (FRONT STREET)
1,00072,0019,1090744,167 (FRONT STREET)
1,00072,0025,1001141,178 - 180 JOHN STREET::87 SOUTH STREET
1,00072,0027,1001142,85 (SOUTH STREET)
1,00072,0031,1079058,"80,83 SOUTH STREET::FLETCHER STREET"
1,00072,1001,1001143,170 - 176 JOHN STREET::86 SOUTH STREET
1,00072,1101,1090257,161 - 169 (MAIDEN LANE)
1,00073,0002,1087583,"76,78,84 SOUTH STREET::FRANKLIN D ROOSEVELT DRIVE"
1,00073,0008,1077339,MARGINAL STREET::PIER   16
1,00073,0008,1087300,81 SOUTH STREET::SOUTH ST SEAPORT TICKET BOOTH
1,00073,0008,1087301,81B SOUTH STREET::SOUTH STREET SEAPORT PILOT HOUSE
1,00073,0008,1089224,88 (SOUTH STREET)
1,00073,0010,1090548,"89,95 (SOUTH STREET)"
1,00073,0014,1088319,102 SOUTH STREET::MARGINAL STREET::SOUTH STREET SEAPORT NEW MARKET
1,00073,0029,1001161,(MARGINAL STREET)
1,00074,0001,1081994,197 FRONT STREET::14 FULTON STREET
1,00074,0001,1081995,195 (FRONT STREET)
1,00074,0001,1081996,193 (FRONT STREET)
1,00074,0001,1081997,191 (FRONT STREET)
1,00074,0001,1081998,189 (FRONT STREET)
1,00074,0001,1082000,181 FRONT STREET::159 - 163 JOHN STREET
1,00074,0001,1082001,91 (SOUTH STREET)
1,00074,0001,1082002,92 (SOUTH STREET)
1,00074,0001,1082003,2 FULTON STREET::93 SOUTH STREET
1,00074,0001,1082004,167 - 169 JOHN STREET::A A LOW BUILDING
1,00074,0001,1082005,171 (JOHN STREET)
1,00074,0001,1083713,165 (JOHN STREET)
1,00074,0001,1085798,12 FULTON STREET::SOUTH STREET SEAPORT MUSEUM
1,00074,0001,1085799,8 - 10 (FULTON STREET)
1,00074,0001,1085800,6 (FULTON STREET)
1,00074,0001,1085801,4 (FULTON STREET)
1,00074,0001,1088320,(SOUTH STREET)
1,00074,0001,1089906,16 (FULTON STREET)
1,00074,0001,1089907,18 (FULTON STREET)
1,00074,1001,1001162,"190,192 FRONT STREET::20 - 26 FULTON STREET::141 - 155 JOHN STREET::1 SEAPORT PLAZA::181 - 199 WATER STREET"
1,00075,0001,1001163,32 - 38 FULTON STREET::125 - 131 JOHN STREET::240 - 266 PEARL STREET::182 - 202 WATER STREET
1,00075,0008,1001164,135 (JOHN STREET)
1,00075,0009,1001165,133 (JOHN STREET)
1,00075,0021,1075618,40 - 44 FULTON STREET::259 - 265 PEARL STREET
1,00075,0030,1001167,2 - 16 CLIFF STREET::103 - 119 JOHN STREET::239 - 241 PEARL STREET
1,00075,0043,1001168,26 (CLIFF STREET)
1,00075,0046,1001170,32 (CLIFF STREET)
1,00075,0048,1077220,34 CLIFF STREET::52 FULTON STREET
1,00075,1001,1001172,46 - 50 (FULTON STREET)
1,00075,1011,1001173,28 (CLIFF STREET)
1,00075,1101,1001169,30 (CLIFF STREET)
1,00076,0001,1001176,64 - 68 FULTON STREET::RYDERS ALLEY
1,00076,0006,1090416,29 - 31 CLIFF STREET::54 - 62 FULTON STREET
1,00076,0007,1001178,27 CLIFF STREET::RYDERS ALLEY
1,00076,0008,1001179,23 - 25 (CLIFF STREET)
1,00076,0023,1085600,38 GOLD STREET::EDENS ALLEY::RYDERS ALLEY
1,00076,0024,1088484,40 - 42 GOLD STREET::RYDERS ALLEY
1,00076,0024,1088485,44 GOLD STREET::RYDERS ALLEY
1,00076,0024,1088486,46 GOLD STREET::RYDERS ALLEY
1,00076,0028,1001184,70 - 76 FULTON STREET::48 - 50 GOLD STREET::RYDERS ALLEY
1,00076,1001,1085931,15 - 21 CLIFF STREET::RYDERS ALLEY
1,00076,1101,1087867,1 - 13 CLIFF STREET::26 - 36 GOLD STREET::91 - 101 JOHN STREET
1,00077,0001,1001185,27 - 31 GOLD STREET::83 - 87 JOHN STREET
1,00077,0008,1001186,69 - 81 JOHN STREET::110 - 126 WILLIAM STREET
1,00077,0015,1090562,90 - 94 FULTON STREET::128 - 134 WILLIAM STREET
1,00077,0018,1001188,136 (WILLIAM STREET)
1,00077,0020,1001189,96 FULTON STREET::138 - 140 WILLIAM STREET
1,00077,0024,1077403,82 - 88 FULTON STREET::33 - 51 GOLD STREET
1,00078,0001,1001192,100 FULTON STREET::135 - 141 WILLIAM STREET
1,00078,0004,1079063,4 - 12 DUTCH STREET::123 - 133 WILLIAM STREET
1,00078,0011,1079064,2 DUTCH STREET::51 - 57 JOHN STREET
1,00078,0020,1001195,14 DUTCH STREET::106 - 108 FULTON STREET
1,00078,0040,1001202,86 (NASSAU STREET)
1,00078,0041,1001203,86 1/2 (NASSAU STREET)
1,00078,0042,1001204,88 (NASSAU STREET)
1,00078,0043,1001205,124 FULTON STREET::90 NASSAU STREET
1,00078,0044,1001206,122 (FULTON STREET)
1,00078,0045,1001208,120 (FULTON STREET)
1,00078,0047,1090115,17 - 19 DUTCH STREET::112 - 118 FULTON STREET
1,00078,1101,1075701,41 (JOHN STREET)
1,00078,1101,1084390,43 (JOHN STREET)
1,00078,1201,1001201,80 - 84 (NASSAU STREET)
1,00078,1301,1001197,9 - 15 (DUTCH STREET)
1,00078,1401,1001200,33 - 39 JOHN STREET::72 - 78 NASSAU STREET
1,00078,1501,1001196,102 - 104 (FULTON STREET)
1,00078,1601,1001193,59 - 65 JOHN STREET::111 - 121 WILLIAM STREET
1,00078,1701,1001199,1 - 5 DUTCH STREET::45 - 49 JOHN STREET
1,00078,1801,1001198,7 (DUTCH STREET)
1,00078,1901,1088478,16 - 18 DUTCH STREET::110 FULTON STREET
1,00079,0002,1001212,85 (NASSAU STREET)
1,00079,0010,1001216,17 - 23 (JOHN STREET)
1,00079,0014,1001217,15 (JOHN STREET)
1,00079,0015,1001218,192 BROADWAY::1 - 13 JOHN STREET
1,00079,0015,1089384,198 - 210 BROADWAY::146 - 158 FULTON STREET::FULTON CENTER
1,00079,0025,1001223,144 (FULTON STREET)
1,00079,0026,1001224,142 (FULTON STREET)
1,00079,0027,1001225,140 (FULTON STREET)
1,00079,1001,1001226,138 (FULTON STREET)
1,00079,1101,1001215,25 - 31 JOHN STREET::71 - 73 NASSAU STREET
1,00079,1201,1087245,126 - 136 FULTON STREET::87 - 91 NASSAU STREET
1,00080,0001,1001227,195 - 207 BROADWAY::2 - 18 DEY STREET::160 - 170 FULTON STREET
1,00080,0004,1075702,41 - 55 CHURCH STREET::20 - 24 DEY STREET::172 - 184 FULTON STREET
1,00084,0036,1086510,60 - 82 BARCLAY STREET::250 GREENWICH STREET::72 - 86 VESEY STREET::209 - 221 WASHINGTON STREET::2 - 14 WEST BROADWAY::7 WORLD TRADE CENTER::SEVEN WORLD TRADE CENTER
1,00084,1002,1001228,"90 - 110 BARCLAY STREET::88 - 110 VESEY STREET::206 - 222 WASHINGTON STREET::139,140 - 146 WEST STREET"
1,00086,0001,1001230,44 - 58 BARCLAY STREET::74 - 90 CHURCH STREET::36 - 66 VESEY STREET::1 - 15 WEST BROADWAY
1,00087,0001,1001231,209 BROADWAY::57 CHURCH STREET::175 FULTON STREET::1 - 29 VESEY STREET::ST PAULS CHAPEL
1,00088,0001,1001232,213 - 221 BROADWAY::2 - 10 VESEY STREET
1,00088,0002,1001233,12 - 16 (VESEY STREET)
1,00088,0004,1001234,18 (VESEY STREET)
1,00088,0005,1001235,20 - 24 (VESEY STREET)
1,00088,0008,1001236,26 (VESEY STREET)
1,00088,0010,1001237,73 - 77 CHURCH STREET::28 - 30 VESEY STREET
1,00088,0011,1001238,18 - 22 BARCLAY STREET::79 - 85 CHURCH STREET
1,00088,0014,1087947,6 - 16 (BARCLAY STREET)
1,00088,0018,1001241,2 - 4 BARCLAY STREET::223 - 227 BROADWAY
1,00089,0001,1001242,28 - 34 ANN STREET::135 - 139 FULTON STREET::93 - 99 NASSAU STREET
1,00089,0002,1001243,141 (FULTON STREET)
1,00089,0003,1001244,24 - 26 ANN STREET::143 - 145 FULTON STREET
1,00089,0012,1001245,2 - 22 ANN STREET::212 - 222 BROADWAY::147 - 165 FULTON STREET
1,00090,0001,1085949,1 - 11 ANN STREET::1 - 11 PARK ROW
1,00090,0013,1090476,"1 BEEKMAN STREET::33,34 PARK ROW::THEATER ALLEY"
1,00090,0017,1089790,"109 - 111,113 NASSAU STREET::2,4 THEATER ALLEY"
1,00090,0022,1001260,19 ANN STREET::THEATER ALLEY
1,00090,0023,1001261,17 (ANN STREET)
1,00090,0024,1001262,15 (ANN STREET)
1,00090,1001,1001249,13 ANN STREET::13 - 21 PARK ROW::3 THEATER ALLEY
1,00090,1101,1001258,25 - 29 ANN STREET::105 - 107 NASSAU STREET
1,00090,1201,1079072,"3,5,7 - 9 BEEKMAN STREET::119 - 133 NASSAU STREET::THEATER ALLEY"
1,00090,1201,1079073,(THEATER ALLEY)
1,00090,1201,1079074,10 (THEATER ALLEY)
1,00090,1201,1089791,115 - 117 NASSAU STREET::8 THEATER ALLEY
