boro,block,lot,bin,address_string
4,00046,0010,4608729,10-23 GARAGE (47 ROAD)
4,00046,0011,4539350,10-25 (47 ROAD)
4,00046,0013,4000314,10-29 (47 ROAD)
4,00046,0014,4000315,10-35 - 10-37 (47 ROAD)
4,00046,0014,4518743,(47 ROAD)
4,00046,0016,4000316,10-39 (47 ROAD)
4,00046,0017,4000317,10-41 (47 ROAD)
4,00046,0018,4000318,10-43 (47 ROAD)
4,00046,0019,4000319,10-45 (47 ROAD)
4,00046,0020,4000320,10-47 - 10-49 (47 ROAD)
4,00046,0022,4000321,47-20 11 STREET::10-53 47 ROAD
4,00046,0023,4000322,47-18 (11 STREET)
4,00046,0024,4000323,47-16 (11 STREET)
4,00046,0025,4000324,47-14 (11 STREET)
4,00046,0026,4000325,47-12 (11 STREET)
4,00046,0027,4000326,47-10 (11 STREET)
4,00046,0028,4000327,47-08 (11 STREET)
4,00046,0029,4000328,47-06 (11 STREET)
4,00046,0030,4000329,47-04 (11 STREET)
4,00046,0031,4000330,10-50 (47 AVENUE)
4,00046,0032,4000331,10-46 - 10-48 (47 AVENUE)
4,00046,0033,4615148,10-44 (47 AVENUE)
4,00046,0034,4000333,10-38 - 10-40 (47 AVENUE)
4,00046,0036,4000334,10-36 (47 AVENUE)
4,00046,0036,4608375,10-36 REAR (47 AVENUE)
4,00046,0037,4000335,10-34 (47 AVENUE)
4,00046,0039,4000336,10-28 (47 AVENUE)
4,00046,0041,4430573,10-24 REAR (47 AVENUE)
4,00046,0041,4430610,10-24 (47 AVENUE)
4,00046,0042,4000337,10-22 (47 AVENUE)
4,00046,0043,4000338,10-20 (47 AVENUE)
4,00046,0045,4000340,10-16 (47 AVENUE)
4,00046,0046,4000341,10-14 (47 AVENUE)
4,00046,0047,4000342,10-12 (47 AVENUE)
4,00046,0048,4000343,10-02 47 AVENUE::47-01 - 47-05 VERNON BOULEVARD
4,00046,0048,4608438,10-02 REAR (47 AVENUE)
4,00046,0050,4000344,47-07 (VERNON BOULEVARD)
4,00046,0051,4000345,47-09 (VERNON BOULEVARD)
4,00046,0130,4000346,47-02 (11 STREET)
4,00046,0130,4518744,47-02 GARAGE (11 STREET)
4,00046,0131,4538613,10-52 - 10-60 (47 AVENUE)
4,00046,1001,4618509,10-27 (47 ROAD)
4,00046,1101,4000339,10-18 (47 AVENUE)
4,00047,0001,4311868,10-01 - 10-09 47 AVENUE::46-41 - 46-45 VERNON BOULEVARD
4,00047,0003,4000349,46-37 (VERNON BOULEVARD)
4,00047,0005,4000350,10-11 (47 AVENUE)
4,00047,0006,4430574,10-13 REAR (47 AVENUE)
4,00047,0006,4430611,10-13 (47 AVENUE)
4,00047,0007,4000351,10-15 (47 AVENUE)
4,00047,0008,4000352,10-17 (47 AVENUE)
4,00047,0009,4000353,10-19 (47 AVENUE)
4,00047,0010,4000354,10-23 (47 AVENUE)
4,00047,0014,4000355,10-37 (47 AVENUE)
4,00047,0015,4000356,10-39 (47 AVENUE)
4,00047,0016,4000357,10-41 (47 AVENUE)
4,00047,0017,4000358,10-43 (47 AVENUE)
4,00047,0019,4000359,10-47 (47 AVENUE)
4,00047,0025,4311869,46-32 - 46-36 11 STREET::10-56 46 ROAD
4,00047,0028,4000360,46-30 11 STREET::10-58 - 10-60 46 ROAD
4,00047,0030,4000361,10-54 (46 ROAD)
4,00047,0030,4518745,(46 ROAD)
4,00047,0031,4000362,10-52 (46 ROAD)
4,00047,0032,4000363,10-50 (46 ROAD)
4,00047,0033,4000364,10-46 (46 ROAD)
4,00047,0034,4000365,10-44 (46 ROAD)
4,00047,0039,4000367,10-30 (46 ROAD)
4,00047,0040,4000368,10-28 (46 ROAD)
4,00047,0041,4000369,10-26 (46 ROAD)
4,00047,0042,4000370,10-24 (46 ROAD)
4,00047,0043,4000371,10-22 (46 ROAD)
4,00047,0044,4000372,10-20 (46 ROAD)
4,00047,0045,4000373,10-16 - 10-18 (46 ROAD)
4,00047,0047,4000374,10-12 (46 ROAD)
4,00047,0048,4000375,10-02 - 10-08 46 ROAD::46-27 - 46-29 VERNON BOULEVARD
4,00047,0049,4000376,46-31 (VERNON BOULEVARD)
4,00047,0050,4000377,46-33 (VERNON BOULEVARD)
4,00047,0051,4000378,46-35 (VERNON BOULEVARD)
4,00047,0132,4000379,10-48 (46 ROAD)
4,00047,0149,4000380,10-10 (46 ROAD)
4,00047,1001,4436608,46-38 - 46-48 11 STREET::10-55 47 AVENUE
4,00047,1101,4000366,10-32 - 10-40 46 ROAD::10-31 47 AVENUE
4,00048,0001,4436610,10-01 - 10-07 46 ROAD::46-17 - 46-19 VERNON BOULEVARD
4,00048,0001,4436611,10-09 (46 ROAD)
4,00048,0001,4436612,46-15 (VERNON BOULEVARD)
4,00048,0005,4000381,10-11 (46 ROAD)
4,00048,0008,4000382,10-19 (46 ROAD)
4,00048,0012,4000384,10-29 (46 ROAD)
4,00048,0014,4000385,10-37 (46 ROAD)
4,00048,0025,4435522,46-02 - 46-12 11 STREET::10-52 - 10-60 46 AVENUE
4,00048,0029,4000386,10-50 (46 AVENUE)
4,00048,0030,4436614,10-46 (46 AVENUE)
4,00048,0031,4000387,10-40 (46 AVENUE)
4,00048,0035,4000388,10-36 (46 AVENUE)
4,00048,0035,4000389,10-28 (46 AVENUE)
4,00048,0037,4000383,10-23 (46 ROAD)
4,00048,0037,4000390,"10-22 - 10-26,10-26A (46 AVENUE)"
4,00048,0040,4439045,10-18 - 10-20 (46 AVENUE)
4,00048,0040,4441055,"10-16,10-16A 46 AVENUE::10-15 - 10-17 46 ROAD"
4,00048,0043,4000391,10-10 - 10-12 (46 AVENUE)
4,00048,0045,4000392,10-02 46 AVENUE::46-01 VERNON BOULEVARD
4,00048,0046,4000393,46-05 (VERNON BOULEVARD)
4,00048,0047,4000394,46-07 (VERNON BOULEVARD)
4,00048,0048,4000395,46-09 (VERNON BOULEVARD)
4,00048,0048,4518746,(VERNON BOULEVARD)
4,00048,1001,4435521,46-14 - 46-20 11 STREET::10-53 - 10-59 46 ROAD
4,00049,0005,4000396,10-11 46 AVENUE::VERNON BOULEVARD
4,00049,0006,4000397,10-16 - 10-20 45 ROAD::10-15 - 10-17 46 AVENUE
4,00049,0010,4000398,10-24 - 10-28 45 ROAD::10-23 - 10-31 46 AVENUE
4,00049,0021,4000401,45-46 11 STREET::10-51 - 10-59 46 AVENUE
4,00049,0022,4000402,45-44 (11 STREET)
4,00049,0023,4000403,45-42 (11 STREET)
4,00049,0024,4000404,45-40 (11 STREET)
4,00049,0025,4000405,45-36 (11 STREET)
4,00049,0026,4000406,45-34 (11 STREET)
4,00049,0027,4000407,45-32 (11 STREET)
4,00049,0027,4518747,(11 STREET)
4,00049,0028,4000408,45-28 11 STREET::10-50 - 10-60 45 ROAD
4,00049,0037,4000399,10-34 (45 ROAD)
4,00049,0124,4000409,45-38 (11 STREET)
4,00049,0124,4518748,(11 STREET)
4,00049,0127,4000410,45-30 (11 STREET)
4,00050,0001,4439046,10-38 45 AVENUE::10-31 - 10-35 45 ROAD
4,00050,0001,4441057,10-02 - 10-28 45 AVENUE::10-01 - 10-25 45 ROAD::45-01 - 45-19 VERNON BOULEVARD
4,00050,0017,4000411,10-40 - 10-48 45 AVENUE::10-41 - 10-49 45 ROAD
4,00050,0021,4000412,45-20 11 STREET::10-57 45 ROAD
4,00050,0022,4000413,45-18 (11 STREET)
4,00050,0023,4000414,45-16 (11 STREET)
4,00050,0024,4000415,45-14 (11 STREET)
4,00050,0025,4000416,45-10 (11 STREET)
4,00050,0026,4000417,45-08 (11 STREET)
4,00050,0027,4000418,45-06 (11 STREET)
4,00050,0028,4000419,45-02 11 STREET::10-58 45 AVENUE
4,00050,0124,4000420,45-12 (11 STREET)
4,00050,0127,4000421,45-04 (11 STREET)
4,00051,0001,4000422,44-77 10 STREET::10-01 45 AVENUE
4,00051,0006,4000423,10-15 (45 AVENUE)
4,00051,0011,4000424,10-27 (45 AVENUE)
4,00051,0013,4000425,10-35 (45 AVENUE)
4,00051,0015,4000426,10-37 (45 AVENUE)
4,00051,0016,4000427,10-41 (45 AVENUE)
4,00051,0020,4617954,44-72 11 STREET::10-57 45 AVENUE
4,00051,0024,4000429,44-62 - 44-66 11 STREET::10-50 44 DRIVE
4,00051,0025,4617955,10-46 (44 DRIVE)
4,00051,0028,4000431,10-34 - 10-40 (44 DRIVE)
4,00051,0033,4000432,10-30 (44 DRIVE)
4,00051,0036,4000433,10-08 - 10-10 (44 DRIVE)
4,00051,0038,4000434,10-14 - 10-28 44 DRIVE::10-21 - 10-23 45 AVENUE
4,00051,0042,4000435,44-57 - 44-71 10 STREET::10-02 - 10-06 44 DRIVE
4,00052,0001,4430575,44-78 - 44-80 21 STREET::11-55 45 AVENUE
4,00052,0001,4430612,44-74 (21 STREET)
4,00052,0005,4000436,11-47 (45 AVENUE)
4,00052,0007,4000437,11-43 (45 AVENUE)
4,00052,0017,4000440,11-15 (45 AVENUE)
4,00052,0020,4000441,44-61 - 44-79 11 STREET::11-02 - 11-04 44 DRIVE::11-01 - 11-09 45 AVENUE
4,00052,0033,4000443,11-34 (44 DRIVE)
4,00052,0035,4000444,11-36 (44 DRIVE)
4,00052,0036,4000445,11-38 (44 DRIVE)
4,00052,0038,4000446,11-40 (44 DRIVE)
4,00052,0039,4000447,11-42 (44 DRIVE)
4,00052,0041,4000448,11-44 (44 DRIVE)
4,00052,0042,4000449,11-46 (44 DRIVE)
4,00052,0044,4000450,11-48 (44 DRIVE)
4,00052,0045,4000451,11-52 - 11-54 (44 DRIVE)
4,00052,0047,4000452,44-62 21 STREET::11-56 44 DRIVE
4,00052,0048,4000453,44-64 (21 STREET)
4,00052,0049,4000454,44-66 (21 STREET)
4,00052,0050,4000455,44-68 (21 STREET)
4,00052,0051,4000456,44-70 (21 STREET)
4,00052,1001,4542653,11-25 (45 AVENUE)
4,00052,1101,4615145,11-35 - 11-37 (45 AVENUE)
4,00052,1201,4000442,11-12 - 11-16 (44 DRIVE)
4,00053,0001,4000457,44-81 - 44-99 11 STREET::45-02 - 45-20 21 STREET::11-00 - 11-90 45 AVENUE::11-01 - 11-99 45 ROAD
4,00054,0001,4000458,45-46 21 STREET::11-45 46 AVENUE
4,00054,0004,4000459,45-36 - 45-40 (21 STREET)
4,00054,0006,4000460,11-32 - 11-40 45 ROAD::11-33 - 11-41 46 AVENUE
4,00054,0045,4000464,45-28 21 STREET::45 ROAD
4,00054,0113,4597151,11-21A (46 AVENUE)
4,00054,0135,4618024,45-33 (11 STREET)
4,00054,0139,4618026,11-06 (45 ROAD)
4,00054,1001,4617933,11-26 - 11-30 (45 ROAD)
4,00055,0001,4000465,46-02 21 STREET::46 AVENUE::46 ROAD
4,00055,0008,4458453,11-32 46 AVENUE::11-29 - 11-31 46 ROAD
4,00055,0013,4000467,11-25 (46 ROAD)
4,00055,0017,4000468,11-15 (46 ROAD)
4,00055,0020,4000469,46-09 - 46-13 11 STREET::11-00 - 11-08 46 AVENUE::11-03 - 11-09 46 ROAD
4,00055,0029,4000470,11-12 - 11-20 (46 AVENUE)
4,00055,0033,4000471,11-22 - 11-24 (46 AVENUE)
4,00056,0006,4000473,11-43 - 11-47 (47 AVENUE)
4,00056,0012,4000474,11-29 (47 AVENUE)
4,00056,0013,4000475,11-27 (47 AVENUE)
4,00056,0018,4000477,46-27 - 46-99 11 STREET::11-00 - 11-16 46 ROAD::11-05 - 11-23 47 AVENUE
4,00056,0035,4000478,11-18 (46 ROAD)
4,00056,0036,4000479,"11-20,11-22 (46 ROAD)"
4,00056,0040,4000480,11-26 (46 ROAD)
4,00056,0043,4436615,"11-30,11-36 (46 ROAD)"
4,00056,0047,4436616,11-42 (46 ROAD)
4,00056,0049,4000481,11-48 (46 ROAD)
4,00056,0051,4000482,46-28 - 46-30 21 STREET::11-50 - 11-58 46 ROAD
4,00056,1001,4000476,11-25 (47 AVENUE)
4,00056,1101,4619677,11-49 - 11-51 47 AVENUE::13-35 JACKSON AVENUE
4,00057,0001,4436617,(47 AVENUE)
4,00057,0001,4436618,11-50 47 AVENUE::13-25 - 13-27 JACKSON AVENUE
4,00057,0002,4000483,13-21 (JACKSON AVENUE)
4,00057,0003,4000484,13-19 (JACKSON AVENUE)
4,00057,0004,4000485,13-17 (JACKSON AVENUE)
4,00057,0008,4000487,11-31 47 ROAD::13-01 - 13-05 JACKSON AVENUE
4,00057,0011,4000488,11-27 (47 ROAD)
4,00057,0011,4518750,(47 ROAD)
4,00057,0012,4000489,11-23 (47 ROAD)
4,00057,0013,4000490,11-21 (47 ROAD)
4,00057,0014,4000491,11-17 (47 ROAD)
4,00057,0015,4000492,11-15 (47 ROAD)
4,00057,0016,4000493,11-13 (47 ROAD)
4,00057,0017,4000494,11-11 (47 ROAD)
4,00057,0018,4000495,47-11 11 STREET::47 AVENUE::47 ROAD
4,00057,0018,4541711,47-15 (11 STREET)
4,00057,0027,4000496,11-12 (47 AVENUE)
4,00057,0028,4000497,11-14 (47 AVENUE)
4,00057,0029,4000498,11-18 (47 AVENUE)
4,00057,0030,4000499,11-20 (47 AVENUE)
4,00057,0031,4000500,11-22 (47 AVENUE)
4,00057,0038,4000501,11-40 (47 AVENUE)
4,00057,0040,4000502,11-42 - 11-44 (47 AVENUE)
4,00057,1001,4533603,11-24 - 11-38 47 AVENUE::13-07 - 13-15 JACKSON AVENUE
4,00058,0001,4436619,13-20 JACKSON AVENUE::21 STREET::47 ROAD
4,00058,0008,4000505,47-14 21 STREET::13-22 JACKSON AVENUE
4,00058,0009,4000506,47-08 21 STREET::13-24 - 13-26 JACKSON AVENUE
4,00058,1001,4539398,11-47 47 ROAD::13-10 - 13-14 JACKSON AVENUE
4,00060,0001,4000507,11-24 47 ROAD::12-19 - 12-23 JACKSON AVENUE
4,00060,0004,4436620,12-17 (JACKSON AVENUE)
4,00060,0004,4543025,(47 ROAD)
4,00060,0005,4000508,12-15 (JACKSON AVENUE)
4,00060,0006,4000509,12-11 (JACKSON AVENUE)
4,00060,0007,4000510,12-09 (JACKSON AVENUE)
4,00060,0008,4000511,"12-07,12-07A - 12-07B (JACKSON AVENUE)"
4,00060,0009,4000512,47-41 11 STREET::11-01 - 11-05 48 AVENUE::12-01 - 12-05 JACKSON AVENUE
4,00060,0016,4543043,47-29 (11 STREET)
4,00061,0006,4440439,11-24 (JACKSON AVENUE)
4,00061,0011,4441830,47-28 - 47-40 21 STREET::11-42 - 11-60 47 ROAD
4,00061,0055,4607276,11-39 (49 AVENUE)
4,00061,1001,4536917,48-15 11 STREET::11-15 - 11-19 49 AVENUE
4,00062,0019,4543038,11-30 - 11-42 49 AVENUE::11 PLACE
4,00062,0028,4000519,11-58 (49 AVENUE)
4,00062,0030,4000520,49-02 21 STREET::49 AVENUE
4,00062,0034,4000518,11-33 (50 AVENUE)
4,00062,0034,4442425,11-39 (50 AVENUE)
4,00062,0034,4442426,11-45 (50 AVENUE)
4,00062,0034,4442427,11-49 (50 AVENUE)
4,00062,0043,4430169,11-31 (50 AVENUE)
4,00062,1001,4540102,"11-02,11-14 - 11-24 49 AVENUE::11-11 - 11-23 50 AVENUE::11 PLACE::11 STREET"
4,00065,0001,4549821,(11 STREET)
4,00065,0001,4549822,(BORDEN AVENUE)
4,00065,0001,4549823,(BORDEN AVENUE)
4,00065,0004,4000522,11-02 (BORDEN AVENUE)
4,00065,0015,4000523,11-24 (BORDEN AVENUE)
4,00065,0020,4000524,11-40 (BORDEN AVENUE)
4,00065,0036,4454809,52-15 11 STREET::21 STREET
4,00065,0057,4000525,53-01 REAR (11 STREET)
4,00068,0002,4000526,21-10 (BORDEN AVENUE)
4,00068,0021,4000527,21-32 (BORDEN AVENUE)
4,00068,0038,4436621,23-30 (BORDEN AVENUE)
4,00068,0038,4436622,21-46 - 23-02 (BORDEN AVENUE)
4,00068,0055,4436623,25-20 (BORDEN AVENUE)
4,00068,0055,4436624,25-20 REAR (BORDEN AVENUE)
4,00068,0055,4616529,25-20A (BORDEN AVENUE)
4,00068,0055,4616530,25-20B (BORDEN AVENUE)
4,00068,0073,4000528,25-30 (BORDEN AVENUE)
4,00068,0073,4549954,(BORDEN AVENUE)
4,00068,0090,4000529,25-50 (BORDEN AVENUE)
4,00068,0150,4543051,(53 AVENUE)
4,00068,0150,4543052,(53 AVENUE)
4,00068,0150,4543053,(53 AVENUE)
4,00068,0150,4543054,(53 AVENUE)
4,00069,0001,4000530,51-01 - 51-17 21 STREET::21-02 - 21-08 51 AVENUE::21-01 - 21-07 BORDEN AVENUE
4,00069,0004,4000531,21-10 - 21-24 51 AVENUE::21-09 - 21-25 BORDEN AVENUE
4,00069,0011,4000532,21-28 51 AVENUE::21-27 BORDEN AVENUE
4,00069,0014,4000533,21-30 - 21-48 51 AVENUE::21-33 - 21-51 BORDEN AVENUE
4,00069,0023,4000534,51-02 - 51-18 23 STREET::21-50 - 21-58 51 AVENUE::21-57 - 21-59 BORDEN AVENUE
4,00070,0001,4000535,21-01 - 21-17 (51 AVENUE)
4,00070,0017,4000536,(MIDTOWN TUN PLAZA)
4,00070,0029,4000537,50-22 23 STREET::21-55 51 AVENUE
4,00070,0041,4000538,21-21 - 21-27 (51 AVENUE)
4,00071,0001,4000539,49-01 21 STREET::21-00 - 21-10 49 AVENUE::HUNTERS POINT AVENUE
4,00071,0009,4000540,(49 AVENUE)
4,00071,0021,4000541,50-02 (23 STREET)
4,00071,1001,4000542,49-02 - 49-20 25 STREET::21-66 - 24-02 49 AVENUE::23-01 - 24-01 50 AVENUE
4,00072,0001,4000543,46-26 - 46-34 CRANE STREET::21-16 JACKSON AVENUE
4,00072,0001,4543061,46-36 REAR (CRANE STREET)
4,00072,0001,4543063,47-09 - 48-27 (21 STREET)
4,00072,0001,4543065,47-01 (ARCH STREET)
4,00072,0001,4543066,21-31 (49 AVENUE)
4,00072,0001,4543067,21-33 (49 AVENUE)
4,00072,0001,4543069,21-35 (49 AVENUE)
4,00072,0001,4543070,47-01 REAR (ARCH STREET)
4,00072,0001,4543071,(ARCH STREET)
4,00072,0001,4596104,46-46 (CRANE STREET)
4,00072,0073,4596261,"46-10,46-24 CRANE STREET::22-22 JACKSON AVENUE"
4,00072,0200,4550171,(SKILLMAN AVENUE)
4,00072,0200,4550172,(SKILLMAN AVENUE)
4,00072,0200,4616531,(SKILLMAN AVENUE)
4,00072,0200,4616532,(SKILLMAN AVENUE)
4,00072,0200,4619481,(SKILLMAN AVENUE)
4,00072,0200,4798067,(LIRR HUNTERSPOINT AVENUE STATION)
4,00072,0250,4543082,(THOMSON AVENUE)
4,00072,0250,4543083,(SKILLMAN AVENUE)
4,00072,0255,4436625,21-01 - 21-27 49 AVENUE::21 STREET
4,00072,1001,4618084,22-18 (JACKSON AVENUE)
4,00074,0001,4000547,21-10 46 ROAD::21-17 JACKSON AVENUE::21 STREET
4,00075,0001,4000548,46-01 21 STREET::21-01 - 21-13 46 ROAD::46 AVENUE::PS    1 CONTEMPORARY ART CENTER
4,00075,0007,4000549,21-15 46 ROAD::22-01 - 22-03 JACKSON AVENUE
4,00075,0009,4539548,(46 AVENUE)
4,00075,0009,4608235,(JACKSON AVENUE)
4,00076,0001,4539161,45-45 21 STREET::21-01 - 21-03 46 AVENUE
4,00076,0002,4000551,45-43 (21 STREET)
4,00076,0003,4000552,45-39 (21 STREET)
4,00076,0004,4000553,45-37 (21 STREET)
4,00076,0005,4000554,21-11 (46 AVENUE)
4,00076,0006,4000555,21-13 (46 AVENUE)
4,00076,0007,4000556,21-15 (46 AVENUE)
4,00076,0008,4000557,21-17 (46 AVENUE)
4,00076,0009,4000558,21-19 (46 AVENUE)
4,00076,0010,4000559,21-21 (46 AVENUE)
4,00076,0011,4000560,21-31 (46 AVENUE)
4,00076,0016,4000561,45-60 23 STREET::21-41 46 AVENUE::22-25 - 22-43 JACKSON AVENUE
4,00076,0025,4000562,"45-28,45-30 (23 STREET)"
4,00076,0028,4000563,21-54 (45 ROAD)
4,00076,0029,4000564,21-52 (45 ROAD)
4,00076,0030,4000565,21-50 (45 ROAD)
4,00076,0031,4000566,21-48 (45 ROAD)
4,00076,0032,4000567,21-46 (45 ROAD)
4,00076,0033,4000568,21-44 (45 ROAD)
4,00076,0034,4000569,21-42 (45 ROAD)
4,00076,0036,4000571,21-32 - 21-34 (45 ROAD)
4,00076,0038,4000572,21-30 (45 ROAD)
4,00076,0039,4000573,21-28 (45 ROAD)
4,00076,0040,4614924,21-26 (45 ROAD)
4,00076,0041,4614905,21-22 (45 ROAD)
4,00076,0042,4619717,21-20 (45 ROAD)
4,00076,0044,4000575,21-16 (45 ROAD)
4,00076,0045,4000576,21-14 (45 ROAD)
4,00076,0046,4000577,21-12 (45 ROAD)
4,00076,0047,4000578,45-31 21 STREET::45 ROAD
4,00076,0047,4550033,45-31 GARAGE (21 STREET)
4,00076,0049,4000579,45-33 (21 STREET)
4,00076,0141,4617764,21-24 (45 ROAD)
4,00076,1001,4000570,21-40 (45 ROAD)
4,00077,0001,4000580,45-19 21 STREET::21-01 - 21-03 45 ROAD
4,00077,0004,4000582,45-09 - 45-11 (21 STREET)
4,00077,0005,4000583,21-13 (45 ROAD)
4,00077,0006,4000584,21-15 (45 ROAD)
4,00077,0007,4000585,21-17 (45 ROAD)
4,00077,0008,4000586,21-19 (45 ROAD)
4,00077,0009,4000587,21-21 (45 ROAD)
4,00077,0012,4000589,21-29 (45 ROAD)
4,00077,0016,4000590,21-33 (45 ROAD)
4,00077,0017,4000591,21-35 (45 ROAD)
4,00077,0018,4000592,21-37 (45 ROAD)
4,00077,0019,4000593,21-39 (45 ROAD)
4,00077,0020,4000594,21-41 - 21-47 (45 ROAD)
4,00077,0024,4000595,21-51 (45 ROAD)
4,00077,0025,4000596,21-53 (45 ROAD)
4,00077,0026,4000597,21-55 (45 ROAD)
4,00077,0027,4000598,45-14 - 45-20 23 STREET::21-57 - 21-59 45 ROAD
4,00077,0029,4000599,45-12 (23 STREET)
4,00077,0030,4000600,45-10 (23 STREET)
4,00077,0033,4000601,45-02 (23 STREET)
4,00077,0035,4000602,21-50 - 21-54 (45 AVENUE)
4,00077,0036,4000603,21-48 (45 AVENUE)
4,00077,0037,4000604,21-46 (45 AVENUE)
4,00077,0038,4000605,21-44 (45 AVENUE)
4,00077,0039,4000606,21-42 (45 AVENUE)
4,00077,0040,4000607,21-40 (45 AVENUE)
4,00077,0041,4000608,21-38 (45 AVENUE)
4,00077,0042,4000609,21-36 (45 AVENUE)
4,00077,0043,4000610,21-34 (45 AVENUE)
4,00077,0044,4000611,21-32 (45 AVENUE)
4,00077,0045,4000612,21-30 (45 AVENUE)
4,00077,0046,4000613,21-28 (45 AVENUE)
4,00077,0047,4000614,21-26 (45 AVENUE)
4,00077,0048,4000615,21-24 (45 AVENUE)
4,00077,0049,4000616,21-22 (45 AVENUE)
4,00077,0050,4000617,21-20 (45 AVENUE)
4,00077,0051,4000618,21-18 (45 AVENUE)
4,00077,0052,4000619,21-16 (45 AVENUE)
4,00077,0053,4000620,21-14 (45 AVENUE)
4,00077,0054,4000621,21-12 (45 AVENUE)
4,00077,0055,4000622,45-01 21 STREET::21-06 45 AVENUE
4,00077,0057,4000623,45-05 (21 STREET)
4,00077,0123,4000624,21-49 (45 ROAD)
4,00077,1001,4000581,45-15 - 45-17 (21 STREET)
4,00077,1101,4000588,21-23 (45 ROAD)
4,00078,0001,4000625,44-75 21 STREET::21-01 - 21-03 45 AVENUE
4,00078,0002,4000626,44-73 (21 STREET)
4,00078,0005,4000627,21-09 (45 AVENUE)
4,00078,0006,4000628,21-11 (45 AVENUE)
4,00078,0007,4000629,21-13 (45 AVENUE)
4,00078,0008,4000630,21-15 (45 AVENUE)
4,00078,0009,4000631,21-17 (45 AVENUE)
4,00078,0010,4000632,21-21 (45 AVENUE)
4,00078,0011,4000633,21-23 (45 AVENUE)
4,00078,0012,4000634,21-25 (45 AVENUE)
4,00078,0013,4000635,21-27 (45 AVENUE)
4,00078,0014,4000636,21-29 (45 AVENUE)
4,00078,0015,4000637,21-31 (45 AVENUE)
4,00078,0016,4000638,21-33 (45 AVENUE)
4,00078,0017,4000639,21-35 (45 AVENUE)
4,00078,0018,4000640,21-37 (45 AVENUE)
4,00078,0019,4000641,21-39 (45 AVENUE)
4,00078,0020,4000642,21-41 (45 AVENUE)
4,00078,0021,4000643,21-43 (45 AVENUE)
4,00078,0022,4000644,21-45 (45 AVENUE)
4,00078,0023,4000645,21-47 (45 AVENUE)
4,00078,0024,4000646,21-49 (45 AVENUE)
4,00078,0025,4000647,21-51 (45 AVENUE)
4,00078,0026,4000648,21-53 (45 AVENUE)
4,00078,0027,4000649,21-55 (45 AVENUE)
4,00078,0028,4000650,44-78 23 STREET::45 AVENUE
4,00078,0029,4000651,44-76 (23 STREET)
4,00078,0030,4000652,44-74 (23 STREET)
4,00078,0031,4000653,44-72 (23 STREET)
4,00078,0032,4000654,44-70 (23 STREET)
4,00078,0033,4000655,44-68 (23 STREET)
4,00078,0034,4000656,44-64 (23 STREET)
4,00078,0035,4000657,21-54 (44 DRIVE)
4,00078,0036,4000658,21-52 (44 DRIVE)
4,00078,0037,4000659,21-46 - 21-48 (44 DRIVE)
4,00078,0054,4000665,44-61 - 44-71 21 STREET::21-02 44 DRIVE
4,00078,0133,4000666,44-66 (23 STREET)
4,00078,0134,4000667,44-62 23 STREET::21-58 44 DRIVE
4,00078,0136,4000668,21-50 (44 DRIVE)
4,00078,1001,4617740,21-10 (44 DRIVE)
4,00079,0025,4000670,44-61 23 STREET::23-02 44 DRIVE
4,00079,0025,4518751,23-06 (44 DRIVE)
4,00079,0026,4000671,44-65 (23 STREET)
4,00079,0027,4000672,44-69 (23 STREET)
4,00079,0028,4000673,23-08 (44 DRIVE)
4,00079,0029,4000674,23-10 (44 DRIVE)
4,00079,0030,4307108,23-22 - 23-34 44 DRIVE::23-25 - 23-33 45 AVENUE::1 COURT SQUARE
4,00079,0030,4539937,44-71 - 44-77 23 STREET::23-14 - 23-18 44 DRIVE::23-11 - 23-15 45 AVENUE::25-01 JACKSON AVENUE
4,00079,0125,4000675,44-63 (23 STREET)
4,00079,0126,4000676,44-67 (23 STREET)
4,00080,0001,4000677,23-24 45 AVENUE::24-27 - 24-29 JACKSON AVENUE
4,00080,0003,4000678,24-23 (JACKSON AVENUE)
4,00080,0004,4000690,24-09 (JACKSON AVENUE)
4,00080,0004,4000691,24-11 (JACKSON AVENUE)
4,00080,0004,4000692,24-15 (JACKSON AVENUE)
4,00080,0004,4000693,24-17 (JACKSON AVENUE)
4,00080,0005,4000680,23-16 (45 AVENUE)
4,00080,0006,4000681,23-14 (45 AVENUE)
4,00080,0007,4000682,23-10 (45 AVENUE)
4,00080,0008,4000683,45-01 23 STREET::23-02 45 AVENUE
4,00080,0009,4000684,45-03 (23 STREET)
4,00080,0010,4000685,45-05 (23 STREET)
4,00080,0011,4000686,45-07 (23 STREET)
4,00080,0012,4000687,45-09 (23 STREET)
4,00081,0001,4000694,"27-22 44 DRIVE::27-17,27-19 THOMSON AVENUE"
4,00081,0005,4315134,25-30 - 25-34 JACKSON AVENUE::44 DRIVE
4,00081,0005,4436627,"27-10,27-18 (44 DRIVE)"
4,00081,0005,4550077,27-12 (44 DRIVE)
4,00081,0006,4000695,27-02 44 DRIVE::25-36 JACKSON AVENUE
4,00081,0009,4619672,"45-01 - 45-05,45-07,5 COURT SQUARE::25-24 - 25-28 JACKSON AVENUE::27-01 - 27-03 THOMSON AVENUE"
4,00082,1001,4000697,45-29 - 45-59 COURT SQUARE::27-08 - 27-52 THOMSON AVENUE
4,00083,0001,4000698,25-10 COURT SQUARE::ANABLE STREET::JACKSON AVENUE::THOMSON AVENUE
4,00083,0018,4000699,45-40 COURT SQUARE::ANABLE STREET
