boro,block,lot,bin,address_string
4,00025,0015,4000028,4-40 44 DRIVE::5-02 - 5-40 45 AVENUE::44-68 5 STREET
4,00026,0001,4000029,5-51 - 5-59 46 AVENUE::45-58 VERNON BOULEVARD
4,00026,0001,4518729,45-58 GARAGE (VERNON BOULEVARD)
4,00026,0002,4000030,45-44 (VERNON BOULEVARD)
4,00026,0003,4000031,45-42 (VERNON BOULEVARD)
4,00026,0004,4439035,5-43 - 5-49 (46 AVENUE)
4,00026,0004,4439038,"45-38,45-40 (VERNON BOULEVARD)"
4,00026,0004,4518256,45-38 REAR (VERNON BOULEVARD)
4,00026,0004,4541703,45-40 REAR (VERNON BOULEVARD)
4,00026,0008,4000032,45-28 - 45-36 (VERNON BOULEVARD)
4,00026,0010,4000033,45-24 (VERNON BOULEVARD)
4,00026,0017,4000034,5-31 - 5-39 (46 AVENUE)
4,00026,0021,4000035,5-01 - 5-29 46 AVENUE::45-25 - 45-45 5 STREET
4,00027,0001,4000036,5-51 - 5-59 46 ROAD::46-18 - 46-20 VERNON BOULEVARD
4,00027,0003,4000037,46-14 (VERNON BOULEVARD)
4,00027,0004,4000038,46-12 (VERNON BOULEVARD)
4,00027,0005,4439102,5-26 - 5-30 (46 AVENUE)
4,00027,0005,4439103,5-14 - 5-16 (46 AVENUE)
4,00027,0005,4439104,5-18 - 5-24 (46 AVENUE)
4,00027,0005,4439105,5-27 - 5-29 (46 ROAD)
4,00027,0005,4441049,5-42 - 5-50 46 AVENUE::5-31 - 5-49 46 ROAD
4,00027,0015,4000039,5-21 (46 ROAD)
4,00027,0017,4000040,5-17 (46 ROAD)
4,00027,0023,4000041,5-01 - 5-05 46 ROAD::46-11 - 46-19 5 STREET
4,00027,0025,4436578,5-12 (46 AVENUE)
4,00027,0025,4436579,5-02 - 5-10 46 AVENUE::46-01 5 STREET
4,00027,0037,4000042,5-32 - 5-40 (46 AVENUE)
4,00027,0046,4618965,5-52 - 5-60 46 AVENUE::46-02 - 46-10 VERNON BOULEVARD
4,00028,0001,4000043,5-51 - 5-59 47 AVENUE::46-46 VERNON BOULEVARD
4,00028,0002,4000044,46-44 (VERNON BOULEVARD)
4,00028,0003,4000045,46-42 (VERNON BOULEVARD)
4,00028,0003,4518730,(VERNON BOULEVARD)
4,00028,0005,4000047,5-49 (47 AVENUE)
4,00028,0006,4000048,5-45 (47 AVENUE)
4,00028,0007,4000049,5-43 (47 AVENUE)
4,00028,0009,4000050,5-35 - 5-41 (47 AVENUE)
4,00028,0021,4615146,5-10 46 ROAD::5-11 47 AVENUE::5 STREET
4,00028,0040,4442935,5-40 - 5-48 (46 ROAD)
4,00028,0044,4000053,5-50 (46 ROAD)
4,00028,0045,4000054,5-52 - 5-60 46 ROAD::46-28 VERNON BOULEVARD
4,00028,0046,4000055,46-30 (VERNON BOULEVARD)
4,00028,0047,4000056,46-32 (VERNON BOULEVARD)
4,00028,0048,4000057,46-36 (VERNON BOULEVARD)
4,00028,0048,4518731,(VERNON BOULEVARD)
4,00029,0001,4000058,5-51 - 5-59 47 ROAD::47-18 - 47-20 VERNON BOULEVARD
4,00029,0002,4000059,47-16 (VERNON BOULEVARD)
4,00029,0003,4000060,47-14 (VERNON BOULEVARD)
4,00029,0004,4430564,47-12 (VERNON BOULEVARD)
4,00029,0004,4430598,47-12 REAR (VERNON BOULEVARD)
4,00029,0005,4000061,5-47 (47 ROAD)
4,00029,0006,4000062,5-45 (47 ROAD)
4,00029,0007,4000063,5-43 (47 ROAD)
4,00029,0009,4000065,5-39 (47 ROAD)
4,00029,0010,4000066,5-37 (47 ROAD)
4,00029,0011,4000067,5-35 (47 ROAD)
4,00029,0012,4000068,5-33 (47 ROAD)
4,00029,0016,4436582,5-21 (47 ROAD)
4,00029,0017,4000070,5-19 (47 ROAD)
4,00029,0018,4436583,5-12 47 AVENUE::5-11 - 5-17 47 ROAD
4,00029,0021,4000071,5-01 - 5-09 47 ROAD::47-19 5 STREET
4,00029,0022,4000072,47-17 (5 STREET)
4,00029,0023,4000073,47-15 (5 STREET)
4,00029,0024,4000074,47-09 (5 STREET)
4,00029,0030,4436584,5-16 - 5-24 (47 AVENUE)
4,00029,0030,4436585,5-14 (47 AVENUE)
4,00029,0037,4000080,5-32 (47 AVENUE)
4,00029,0038,4000081,5-34 (47 AVENUE)
4,00029,0039,4000082,5-36 (47 AVENUE)
4,00029,0040,4430599,5-38 (47 AVENUE)
4,00029,0040,4518732,(47 AVENUE)
4,00029,0041,4000083,5-42 (47 AVENUE)
4,00029,0042,4000084,5-44 - 5-50 (47 AVENUE)
4,00029,0046,4000085,47-02 - 47-04 (VERNON BOULEVARD)
4,00029,0047,4000086,47-08 (VERNON BOULEVARD)
4,00029,0048,4000087,47-10 (VERNON BOULEVARD)
4,00029,1001,4615147,5-41 (47 ROAD)
4,00029,1301,4541432,47-05 (5 STREET)
4,00029,1401,4618264,5-28 (47 AVENUE)
4,00029,1501,4618265,5-30 (47 AVENUE)
4,00029,1601,4618263,5-26 (47 AVENUE)
4,00030,0001,4436586,47-46 (VERNON BOULEVARD)
4,00030,0001,4436587,5-51 - 5-59 (48 AVENUE)
4,00030,0002,4000088,47-44 (VERNON BOULEVARD)
4,00030,0003,4000089,47-42 (VERNON BOULEVARD)
4,00030,0004,4000090,47-38 (VERNON BOULEVARD)
4,00030,0009,4000091,5-27 - 5-39 (48 AVENUE)
4,00030,0026,4000092,47-33 (5 STREET)
4,00030,0029,4000093,5-02 - 5-10 47 ROAD::47-27 5 STREET
4,00030,0030,4000094,5-12 (47 ROAD)
4,00030,0031,4000095,5-16 (47 ROAD)
4,00030,0032,4000096,5-18 - 5-20 (47 ROAD)
4,00030,0037,4000097,5-30 (47 ROAD)
4,00030,0038,4000098,5-32 (47 ROAD)
4,00030,0039,4000099,5-34 (47 ROAD)
4,00030,0040,4000100,5-36 (47 ROAD)
4,00030,0041,4000101,5-38 (47 ROAD)
4,00030,0042,4000102,5-44 (47 ROAD)
4,00030,0043,4000103,5-46 (47 ROAD)
4,00030,0046,4000104,5-52 - 5-60 47 ROAD::47-28 VERNON BOULEVARD
4,00030,0047,4000105,47-30 (VERNON BOULEVARD)
4,00030,0048,4000106,47-34 (VERNON BOULEVARD)
4,00030,0049,4000107,47-36 (VERNON BOULEVARD)
4,00030,1001,4536962,5-22 - 5-28 47 ROAD::5-01 - 5-25 48 AVENUE::47-39 - 47-45 5 STREET
4,00030,1201,4540101,"5-48,5-50 47 ROAD::5-41 - 5-49 48 AVENUE"
4,00031,0001,4430607,5-53 (49 AVENUE)
4,00031,0001,4430608,48-20 (VERNON BOULEVARD)
4,00031,0001,4430609,5-51 (49 AVENUE)
4,00031,0002,4000108,48-18 (VERNON BOULEVARD)
4,00031,0003,4541704,48-16 (VERNON BOULEVARD)
4,00031,0005,4000110,5-49 (49 AVENUE)
4,00031,0006,4000111,5-45 (49 AVENUE)
4,00031,0009,4000112,5-41 (49 AVENUE)
4,00031,0009,4518733,(49 AVENUE)
4,00031,0010,4000113,5-39 (49 AVENUE)
4,00031,0011,4000114,5-37 (49 AVENUE)
4,00031,0012,4000115,5-35 (49 AVENUE)
4,00031,0013,4000116,5-33 (49 AVENUE)
4,00031,0014,4000117,5-31 (49 AVENUE)
4,00031,0015,4000118,5-29 (49 AVENUE)
4,00031,0016,4000119,5-27 (49 AVENUE)
4,00031,0017,4000120,5-25 (49 AVENUE)
4,00031,0018,4000121,5-23 (49 AVENUE)
4,00031,0019,4000122,5-21 (49 AVENUE)
4,00031,0019,4518734,(49 AVENUE)
4,00031,1001,4533602,5-15 49 AVENUE::48-21 5 STREET
4,00032,0003,4000124,49-16 (VERNON BOULEVARD)
4,00032,0004,4000125,49-12 (VERNON BOULEVARD)
4,00032,0006,4000126,5-37 - 5-47 50 AVENUE::108 PRECINCT STATIONHOUSE
4,00032,0012,4000127,5-35 (50 AVENUE)
4,00032,0013,4000128,5-33 (50 AVENUE)
4,00032,0014,4000129,5-31 (50 AVENUE)
4,00032,0015,4000130,5-29 (50 AVENUE)
4,00032,0017,4000131,5-23 (50 AVENUE)
4,00032,0018,4430565,5-21A (50 AVENUE)
4,00032,0018,4430566,5-21 REAR (50 AVENUE)
4,00032,0018,4430600,5-21 (50 AVENUE)
4,00032,0018,4447705,5-21R (50 AVENUE)
4,00032,0019,4430567,5-19 (50 AVENUE)
4,00032,0019,4430601,5-19 REAR (50 AVENUE)
4,00032,0021,4000132,5-13 - 5-15 (50 AVENUE)
4,00032,0022,4000133,5-11 (50 AVENUE)
4,00032,0023,4000134,5-09 (50 AVENUE)
4,00032,0029,4000137,49-03 (5 STREET)
4,00032,0031,4000138,5-02 49 AVENUE::49-01 5 STREET
4,00032,0032,4000139,5-12 (49 AVENUE)
4,00032,0033,4000140,5-14 - 5-16 (49 AVENUE)
4,00032,0035,4000142,5-22 (49 AVENUE)
4,00032,0035,4518735,(49 AVENUE)
4,00032,0037,4000143,5-24 (49 AVENUE)
4,00032,0039,4000144,5-30 - 5-32 (49 AVENUE)
4,00032,0048,4000145,5-48 - 5-60 49 AVENUE::49-02 VERNON BOULEVARD
4,00032,0049,4000146,49-04 (VERNON BOULEVARD)
4,00032,0049,4518736,(VERNON BOULEVARD)
4,00032,0050,4000147,49-06 (VERNON BOULEVARD)
4,00032,0051,4000148,49-10 (VERNON BOULEVARD)
4,00032,0138,4436593,5-28 (49 AVENUE)
4,00032,1001,4532187,5-03 (50 AVENUE)
4,00033,0001,4000149,5-53 51 AVENUE::50-16 - 50-20 VERNON BOULEVARD
4,00033,0003,4000150,50-14 (VERNON BOULEVARD)
4,00033,0004,4430568,50-12 (VERNON BOULEVARD)
4,00033,0004,4430602,"50-12 REAR,50-12B (VERNON BOULEVARD)"
4,00033,0005,4000151,5-49 (51 AVENUE)
4,00033,0006,4000152,5-47 (51 AVENUE)
4,00033,0007,4000153,5-45 (51 AVENUE)
4,00033,0008,4000154,5-43 (51 AVENUE)
4,00033,0009,4000155,5-39 (51 AVENUE)
4,00033,0010,4000156,5-37 (51 AVENUE)
4,00033,0011,4538612,5-35 (51 AVENUE)
4,00033,0012,4539348,5-33 (51 AVENUE)
4,00033,0018,4000160,5-17 (51 AVENUE)
4,00033,0019,4000161,5-15 (51 AVENUE)
4,00033,0020,4000162,5-13 (51 AVENUE)
4,00033,0021,4436594,5-01 - 5-11 51 AVENUE::50-17 5 STREET
4,00033,0024,4000163,50-13 (5 STREET)
4,00033,0025,4000164,50-11 (5 STREET)
4,00033,0026,4000165,50-09 (5 STREET)
4,00033,0027,4000166,50-07 (5 STREET)
4,00033,0031,4000168,5-14 (50 AVENUE)
4,00033,0032,4000169,5-18 (50 AVENUE)
4,00033,0033,4000170,5-20 (50 AVENUE)
4,00033,0034,4000171,5-22 (50 AVENUE)
4,00033,0035,4000172,5-24 (50 AVENUE)
4,00033,0036,4430569,5-28 (50 AVENUE)
4,00033,0036,4430603,5-28 REAR (50 AVENUE)
4,00033,0037,4430570,5-30 REAR (50 AVENUE)
4,00033,0037,4430571,5-30A (50 AVENUE)
4,00033,0037,4430604,5-30 (50 AVENUE)
4,00033,0038,4000173,5-32 (50 AVENUE)
4,00033,0039,4000174,5-34 (50 AVENUE)
4,00033,0040,4000175,5-36 (50 AVENUE)
4,00033,0041,4000176,5-40 - 5-44 (50 AVENUE)
4,00033,0043,4000177,5-46 (50 AVENUE)
4,00033,0044,4000178,5-48 (50 AVENUE)
4,00033,0045,4000179,5-50 (50 AVENUE)
4,00033,0047,4311867,50-02 VERNON BOULEVARD::50 AVENUE
4,00033,0047,4448523,50-04 (VERNON BOULEVARD)
4,00033,0047,4448524,50-06 (VERNON BOULEVARD)
4,00033,0049,4000180,50-10 (VERNON BOULEVARD)
4,00033,0113,4000158,5-31 (51 AVENUE)
4,00033,1001,4000167,5-02 - 5-12 50 AVENUE::50-01 - 50-05 5 STREET
4,00033,1101,4593898,"5-21,5-25 - 5-29 (51 AVENUE)"
4,00034,0001,4533744,BORDEN AVENUE::VERNON BOULEVARD
4,00034,0021,4000183,5-02 - 5-10 51 AVENUE::51-01 - 51-17 5 STREET::5-01 - 5-09 BORDEN AVENUE
4,00034,0029,4000184,5-12 (51 AVENUE)
4,00034,0030,4000185,5-14 (51 AVENUE)
4,00034,0033,4000187,5-20 (51 AVENUE)
4,00034,0034,4000188,5-26 (51 AVENUE)
4,00034,0035,4000189,5-28 (51 AVENUE)
4,00034,0036,4000190,5-30 (51 AVENUE)
4,00034,0037,4000191,5-32 (51 AVENUE)
4,00034,0038,4000192,5-34 (51 AVENUE)
4,00034,0038,4518737,(51 AVENUE)
4,00034,0039,4000193,5-38 (51 AVENUE)
4,00034,0040,4000194,5-40 (51 AVENUE)
4,00034,0040,4518738,(51 AVENUE)
4,00034,0041,4000195,5-42 (51 AVENUE)
4,00034,0042,4000196,5-46 (51 AVENUE)
4,00034,0043,4000197,5-48 (51 AVENUE)
4,00034,0044,4000198,5-50 (51 AVENUE)
4,00034,0045,4000199,5-52 - 5-54 (51 AVENUE)
4,00034,0046,4000200,51-02 VERNON BOULEVARD::51 AVENUE
4,00034,0047,4000201,51-04 (VERNON BOULEVARD)
4,00034,0048,4000202,51-06 (VERNON BOULEVARD)
4,00034,0049,4000203,51-10 (VERNON BOULEVARD)
4,00034,1001,4533745,"5-29 - 5-41,5-49 (BORDEN AVENUE)"
4,00034,1201,4539589,5-19 - 5-25 (BORDEN AVENUE)
4,00036,0001,4000204,5-20 - 5-50 54 AVENUE::54-08 - 54-10 VERNON BOULEVARD
4,00036,0075,4000206,5-02 (54 AVENUE)
4,00037,0007,4541705,10-04 (BORDEN AVENUE)
4,00037,0025,4000207,10-40 (BORDEN AVENUE)
4,00038,0001,4000208,10-02 - 10-18 53 AVENUE::53-01 - 53-05 VERNON BOULEVARD
4,00038,0001,4459317,10-26 (53 AVENUE)
4,00038,0001,4541707,(VERNON BOULEVARD)
4,00038,0006,4459316,53-17 (VERNON BOULEVARD)
4,00038,0008,4459315,53-21 (VERNON BOULEVARD)
4,00038,0016,4436595,53-28 (11 STREET)
4,00038,0016,4436599,53-02 - 53-18 (11 STREET)
4,00039,0002,4000209,50 AVENUE::51 AVENUE::BORDEN AVENUE::JACKSON AVENUE::VERNON BOULEVARD
4,00039,0182,4000210,51-02 - 51-12 21 STREET::11-47 BORDEN AVENUE::51 AVENUE
4,00039,0194,4616496,(BORDEN AVENUE)
4,00039,0194,4616497,(BORDEN AVENUE)
4,00040,0001,4439042,(11 STREET)
4,00040,0001,4439043,10-52 - 10-60 (50 AVENUE)
4,00040,0001,4439044,10-47 - 10-55 (51 AVENUE)
4,00040,0001,4441053,50-02 11 STREET::10-62 50 AVENUE
4,00040,0007,4000211,10-41 (51 AVENUE)
4,00040,0007,4541709,10-41 REAR (51 AVENUE)
4,00040,0008,4000212,10-39 (51 AVENUE)
4,00040,0008,4518739,(51 AVENUE)
4,00040,0009,4000213,10-37 (51 AVENUE)
4,00040,0010,4000214,10-35 (51 AVENUE)
4,00040,0011,4000215,10-33 (51 AVENUE)
4,00040,0012,4000216,10-31 (51 AVENUE)
4,00040,0013,4000217,10-29 (51 AVENUE)
4,00040,0014,4000218,10-27 (51 AVENUE)
4,00040,0015,4000219,10-17 51 AVENUE::10-26 - 10-30 JACKSON AVENUE
4,00040,0016,4436600,10-38 - 10-40 (JACKSON AVENUE)
4,00040,0018,4000220,10-42 (JACKSON AVENUE)
4,00040,0024,4000222,10-50 (50 AVENUE)
4,00040,1001,4537822,10-46 - 10-50 (JACKSON AVENUE)
4,00040,1101,4618443,"10-42A,10-44 (JACKSON AVENUE)"
4,00041,0005,4000224,10-04 - 10-10 50 AVENUE::VERNON BOULEVARD
4,00041,0010,4000225,10-12 - 10-14 50 AVENUE::10-27 - 10-29 JACKSON AVENUE
4,00041,0012,4000226,10-16 (50 AVENUE)
4,00041,0013,4000227,10-20 50 AVENUE::10-37 JACKSON AVENUE
4,00041,0014,4000228,10-18 50 AVENUE::10-33 JACKSON AVENUE
4,00041,0015,4000229,10-31 (JACKSON AVENUE)
4,00041,1001,4539250,10-01 51 AVENUE::10-15 - 10-23 JACKSON AVENUE::50-11 - 50-17 VERNON BOULEVARD
4,00042,0001,4000230,10-01 - 10-05 50 AVENUE::49-19 VERNON BOULEVARD
4,00042,0002,4000231,49-17 (VERNON BOULEVARD)
4,00042,0003,4000232,49-15 (VERNON BOULEVARD)
4,00042,0004,4000233,49-13 (VERNON BOULEVARD)
4,00042,0005,4000234,49-11 (VERNON BOULEVARD)
4,00042,0006,4000235,10-08 49 AVENUE::49-01 - 49-09 VERNON BOULEVARD
4,00042,0011,4436606,(44 AVENUE)
4,00042,0011,4436607,10-22 - 10-24 (49 AVENUE)
4,00042,0016,4000236,10-28 (49 AVENUE)
4,00042,0017,4000237,10-32 (49 AVENUE)
4,00042,0018,4000238,10-34 (49 AVENUE)
4,00042,0019,4000239,10-36 49 AVENUE::10-61 JACKSON AVENUE
4,00042,0026,4000241,10-59 (JACKSON AVENUE)
4,00042,0027,4000242,10-57 (JACKSON AVENUE)
4,00042,0028,4000243,10-15 - 10-25 50 AVENUE::10-51 JACKSON AVENUE
4,00042,0035,4000244,"10-13,10-13A - 10-13B (50 AVENUE)"
4,00042,0036,4000245,10-11 (50 AVENUE)
4,00042,0037,4000246,"10-09,10-09A - 10-09B (50 AVENUE)"
4,00042,0038,4000247,"10-07,10-07A (50 AVENUE)"
4,00042,1001,4000240,10-40 - 10-48 49 AVENUE::10-63 - 10-75 JACKSON AVENUE
4,00043,0002,4000248,10-64 - 10-68 JACKSON AVENUE::50 AVENUE
4,00043,0003,4000249,10-57 (50 AVENUE)
4,00043,0004,4000250,49-16 11 STREET::10-59 50 AVENUE
4,00043,0006,4000251,10-76 (JACKSON AVENUE)
4,00043,0007,4000252,10-74 (JACKSON AVENUE)
4,00043,0008,4000253,10-70 (JACKSON AVENUE)
4,00044,0001,4000254,48-19 (VERNON BOULEVARD)
4,00044,0002,4000255,48-17 (VERNON BOULEVARD)
4,00044,0003,4000256,48-15 (VERNON BOULEVARD)
4,00044,0004,4000257,48-13 (VERNON BOULEVARD)
4,00044,0005,4000258,10-11 (49 AVENUE)
4,00044,0007,4000259,10-15 - 10-17 (49 AVENUE)
4,00044,0017,4000260,10-37 (49 AVENUE)
4,00044,0019,4000261,10-45 (49 AVENUE)
4,00044,0022,4000262,10-49 (49 AVENUE)
4,00044,0023,4000263,10-51 49 AVENUE::10-87 JACKSON AVENUE
4,00044,0023,4448529,48-12 11 STREET::10-95 JACKSON AVENUE
4,00044,0023,4448530,10-89 (JACKSON AVENUE)
4,00044,0023,4448531,10-91 (JACKSON AVENUE)
4,00044,0023,4448532,"10-93,10-93B (JACKSON AVENUE)"
4,00044,0027,4616525,48-01 - 48-09 (VERNON BOULEVARD)
4,00044,0027,4616526,(48 AVENUE)
4,00044,0027,4616527,(48 AVENUE)
4,00044,0104,4000264,48-11 (VERNON BOULEVARD)
4,00044,0105,4541710,10-09 (49 AVENUE)
4,00045,0001,4000265,10-01 - 10-07 48 AVENUE::47-45 VERNON BOULEVARD
4,00045,0001,4448533,10-09 (48 AVENUE)
4,00045,0002,4000266,47-43 (VERNON BOULEVARD)
4,00045,0003,4000267,47-39 (VERNON BOULEVARD)
4,00045,0004,4000268,47-37 (VERNON BOULEVARD)
4,00045,0006,4000269,10-11 (48 AVENUE)
4,00045,0007,4000270,10-15 (48 AVENUE)
4,00045,0007,4518740,(48 AVENUE)
4,00045,0011,4000271,10-25 - 10-27 (48 AVENUE)
4,00045,0012,4000272,10-29 (48 AVENUE)
4,00045,0013,4430605,10-31 (48 AVENUE)
4,00045,0015,4000273,10-33 (48 AVENUE)
4,00045,0016,4000274,10-37 (48 AVENUE)
4,00045,0017,4000275,10-39 (48 AVENUE)
4,00045,0018,4000276,10-41 (48 AVENUE)
4,00045,0019,4000277,10-43 (48 AVENUE)
4,00045,0020,4000278,10-47 (48 AVENUE)
4,00045,0021,4000279,10-49 (48 AVENUE)
4,00045,0022,4000280,"47-46 11 STREET::10-51,10-51A 48 AVENUE"
4,00045,0023,4000281,47-44 (11 STREET)
4,00045,0024,4000282,47-40 (11 STREET)
4,00045,0025,4000283,47-38 (11 STREET)
4,00045,0030,4000287,10-50 (47 ROAD)
4,00045,0031,4000288,10-48 (47 ROAD)
4,00045,0032,4000289,10-44 (47 ROAD)
4,00045,0033,4000290,10-42 (47 ROAD)
4,00045,0034,4000291,10-38 (47 ROAD)
4,00045,0035,4000292,10-36 (47 ROAD)
4,00045,0036,4000293,10-30 - 10-32 (47 ROAD)
4,00045,0038,4000294,10-26 (47 ROAD)
4,00045,0039,4000295,10-24 (47 ROAD)
4,00045,0040,4000296,10-22 (47 ROAD)
4,00045,0044,4000297,10-20 (47 ROAD)
4,00045,0044,4533746,10-14 (47 ROAD)
4,00045,0044,4533747,10-18 (47 ROAD)
4,00045,0045,4000298,10-12 (47 ROAD)
4,00045,0046,4000299,10-02 - 10-10 47 ROAD::47-27 VERNON BOULEVARD
4,00045,0047,4000300,47-29 (VERNON BOULEVARD)
4,00045,0048,4000301,47-31 (VERNON BOULEVARD)
4,00045,0049,4000302,47-35 (VERNON BOULEVARD)
4,00045,1001,4000285,(11 STREET)
4,00045,1001,4539349,47-34 (11 STREET)
4,00045,1001,4559356,47-36 (11 STREET)
4,00045,1101,4607791,47-28 11 STREET::10-52 - 10-60 47 ROAD
4,00046,0001,4000303,10-01 - 10-09 47 ROAD::47-25 VERNON BOULEVARD
4,00046,0002,4000304,47-23 (VERNON BOULEVARD)
4,00046,0003,4000305,47-15 (VERNON BOULEVARD)
4,00046,0004,4000306,47-11 (VERNON BOULEVARD)
4,00046,0005,4430572,10-11 REAR (47 ROAD)
4,00046,0005,4430606,10-11 (47 ROAD)
4,00046,0006,4000307,10-15 (47 ROAD)
4,00046,0006,4518742,(47 ROAD)
4,00046,0007,4000308,10-17 (47 ROAD)
4,00046,0007,4467831,10-17 GARAGE (47 ROAD)
4,00046,0008,4000309,10-19 (47 ROAD)
4,00046,0009,4000310,10-21 (47 ROAD)
4,00046,0010,4000311,10-23 (47 ROAD)
